Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20200104;2;16356;16306,150
20200104;3;16013;15911,263
20200104;4;15930;15838,213
20200104;5;16008;15795,088
20200104;6;16208;16064,750
20200104;7;17163;17041,288
20200104;8;18026;17798,863
20200104;9;18579;18583,050
20200104;10;19844;19737,438
20200104;11;19971;20284,875
20200104;12;20294;20620,263
20200104;13;20329;20624,613
20200104;14;20305;20801,675
20200104;15;19970;20552,963
20200104;16;20066;20398,238
20200104;17;20979;21216,375
20200104;18;20913;21128,413
20200104;19;20682;20978,513
20200104;20;20467;20643,950
20200104;21;19725;20140,563
20200104;22;18465;19131,238
20200104;23;17310;18187,400
20200104;24;16248;17053,988
20200105;1;15100;15980,688
20200105;2;14400;15238,300
20200105;3;14000;14823,938
20200105;4;13800;14661,538
20200105;5;13900;14670,700
20200105;6;14200;14759,488
20200105;7;14900;15232,713
20200105;8;15050;15450,475
20200105;9;16000;15761,325
20200105;10;17000;16575,425
20200105;11;17500;17111,125
20200105;12;17800;17337,088
20200105;13;18000;17434,913
20200105;14;18200;17821,238
20200105;15;17900;17747,275
20200105;16;18100;17704,588
20200105;17;19200;18798,013
20200105;18;19300;19118,525
20200105;19;19500;19108,400
20200105;20;19600;19102,238
20200105;21;19000;18745,075
20200105;22;18100;18154,450
20200105;23;17400;17427,738
20200105;24;16200;16535,363
20200106;1;15200;15584,613
20200106;2;14550;15000,200
20200106;3;14050;14649,463
20200106;4;13900;14535,988
20200106;5;13850;14541,238
20200106;6;14100;14774,013
20200106;7;14700;15199,313
20200106;8;14700;15386,300
20200106;9;15800;15697,725
20200106;10;16800;16667,613
20200106;11;17200;17293,788
20200106;12;17400;17679,100
20200106;13;17650;17863,125
20200106;14;18000;18224,713
20200106;15;17650;18139,613
20200106;16;18100;18111,225
20200106;17;19300;19015,013
20200106;18;19400;19265,663
20200106;19;19450;19332,988
20200106;20;19550;19368,363
20200106;21;19100;19127,113
20200106;22;18300;18303,825
20200106;23;17500;17603,263
20200106;24;16400;16404,800
20200107;1;15400;15563,600
20200107;2;14850;15060,438
20200107;3;14650;14880,013
20200107;4;14950;14990,313
20200107;5;15550;15392,900
20200107;6;17150;16502,913
20200107;7;21200;20054,175
20200107;8;22300;22419,938
20200107;9;23200;23216,325
20200107;10;23350;23659,238
20200107;11;23300;23499,625
20200107;12;23400;23747,663
20200107;13;23550;23699,375
20200107;14;23700;24017,213
20200107;15;23300;23698,600
20200107;16;23600;23784,725
20200107;17;24850;24723,763
20200107;18;24700;24718,800
20200107;19;24250;24335,638
20200107;20;24150;24232,363
20200107;21;23250;23678,738
20200107;22;21750;22106,988
20200107;23;20100;20399,475
20200107;24;18650;19117,788
20200108;1;17750;18012,075
20200108;2;17250;17433,225
20200108;3;17100;17064,300
20200108;4;17200;17119,963
20200108;5;17800;17365,538
20200108;6;19200;18331,200
20200108;7;22800;21381,563
20200108;8;23650;23362,388
20200108;9;24250;24092,888
20200108;10;24150;24199,075
20200108;11;24250;23906,600
20200108;12;24300;24100,713
20200108;13;24400;24131,250
20200108;14;24500;24346,013
20200108;15;24200;24066,750
20200108;16;24350;24023,813
20200108;17;25300;24787,900
20200108;18;25100;24756,000
20200108;19;24900;24397,025
20200108;20;24700;24202,475
20200108;21;23950;23623,975
20200108;22;22450;21999,375
20200108;23;20750;20368,063
20200108;24;19450;19080,788
20200109;1;18000;18021,888
20200109;2;17350;17502,213
20200109;3;17100;17070,738
20200109;4;17100;17177,475
20200109;5;17700;17411,513
20200109;6;19100;18075,750
20200109;7;22600;21030,188
20200109;8;23800;23245,525
20200109;9;24600;23979,888
20200109;10;24700;24351,788
20200109;11;24700;24188,675
20200109;12;24800;24399,400
20200109;13;25000;24389,138
20200109;14;25300;24439,450
20200109;15;24700;24066,900
20200109;16;24700;23928,700
20200109;17;25400;24620,313
20200109;18;25150;24552,488
20200109;19;24850;24282,175
20200109;20;24750;24200,763
20200109;21;24000;23597,475
20200109;22;22500;22009,963
20200109;23;21000;20444,150
20200109;24;19500;19028,963
20200110;1;17900;17964,825
20200110;2;17250;17350,375
20200110;3;16900;17144,425
20200110;4;17000;17094,538
20200110;5;17300;17360,350
20200110;6;19100;18154,863
20200110;7;22900;20983,150
20200110;8;23700;22944,988
20200110;9;24500;23680,488
20200110;10;24550;23974,188
20200110;11;24550;23785,200
20200110;12;24650;24026,250
20200110;13;24800;24044,813
20200110;14;25000;23939,188
20200110;15;24500;23540,438
20200110;16;24800;23434,025
20200110;17;25450;24196,538
20200110;18;25250;24368,988
20200110;19;24850;23951,388
20200110;20;24750;23767,750
20200110;21;24000;23164,763
20200110;22;22500;21732,613
20200110;23;20900;20138,625
20200110;24;19300;19002,350
20200111;1;17850;17888,463
20200111;2;17200;17295,675
20200111;3;16800;16820,313
20200111;4;16800;16756,550
20200111;5;16900;16742,750
20200111;6;17200;16901,563
20200111;7;19100;17834,750
20200111;8;20000;18719,813
20200111;9;21200;19787,275
20200111;10;21900;20827,038
20200111;11;22200;21288,975
20200111;12;22200;21590,075
20200111;13;22200;21542,813
20200111;14;21900;21510,663
20200111;15;21300;20893,225
20200111;16;21500;20850,050
20200111;17;22400;21603,875
20200111;18;22300;21569,213
20200111;19;22000;21343,763
20200111;20;21800;20998,000
20200111;21;21200;20427,325
20200111;22;20000;19351,800
20200111;23;18900;18340,188
20200111;24;17900;17272,438
20200112;1;16500;16165,775
20200112;2;15850;15528,288
20200112;3;15350;15031,200
20200112;4;15250;14990,200
20200112;5;15400;15005,763
20200112;6;15550;15151,138
20200112;7;16100;15654,013
20200112;8;16400;15901,025
20200112;9;17450;16406,438
20200112;10;18450;17179,500
20200112;11;18750;17567,275
20200112;12;18850;17597,663
20200112;13;19050;17731,138
20200112;14;19150;17956,250
20200112;15;18850;17765,875
20200112;16;18950;17845,625
20200112;17;20200;19040,300
20200112;18;20250;19460,425
20200112;19;20300;19572,550
20200112;20;20350;19684,088
20200112;21;19750;19343,900
20200112;22;19050;18497,225
20200112;23;18250;17820,438
20200112;24;17150;16861,750
20200113;1;16200;15926,163
20200113;2;15800;15539,888
20200113;3;15600;15356,000
20200113;4;15800;15448,163
20200113;5;16300;15822,375
20200113;6;18200;16978,475
20200113;7;21800;20307,000
20200113;8;23100;22576,075
20200113;9;24000;23431,463
20200113;10;24200;23854,375
20200113;11;24400;23765,438
20200113;12;24500;24056,313
20200113;13;24500;23975,700
20200113;14;24700;24165,388
20200113;15;24200;23864,475
20200113;16;24200;23641,538
20200113;17;25300;24430,038
20200113;18;25300;24604,625
20200113;19;24800;24275,250
20200113;20;24700;24197,888
20200113;21;24000;23571,588
20200113;22;22400;21992,600
20200113;23;20900;20468,113
20200113;24;19500;18982,438
20200114;1;18100;17854,288
20200114;2;17600;17341,513
20200114;3;17200;17066,750
20200114;4;17300;17116,013
20200114;5;17700;17513,675
20200114;6;19200;18343,638
20200114;7;22900;21181,888
20200114;8;23700;23214,450
20200114;9;24400;23941,125
20200114;10;24400;24024,288
20200114;11;24300;23751,800
20200114;12;24400;23830,463
20200114;13;24400;23841,588
20200114;14;24600;23842,988
20200114;15;24300;23706,900
20200114;16;24500;23583,200
20200114;17;25100;24555,113
20200114;18;25000;24800,125
20200114;19;24700;24527,150
20200114;20;24500;24402,900
20200114;21;23900;23900,800
20200114;22;22200;22313,175
20200114;23;20600;20767,575
20200114;24;19200;19465,963
20200115;1;17700;18468,163
20200115;2;17100;17712,350
20200115;3;16900;17361,650
20200115;4;17000;17374,763
20200115;5;17600;17737,075
20200115;6;19100;18468,250
20200115;7;23000;21291,688
20200115;8;23800;23171,600
20200115;9;24400;23642,200
20200115;10;24400;23826,450
20200115;11;24400;23345,550
20200115;12;24500;23413,550
20200115;13;24500;23468,525
20200115;14;24600;23486,838
20200115;15;24100;23284,338
20200115;16;24100;23359,125
20200115;17;25000;24390,563
20200115;18;24900;24786,350
20200115;19;24600;24392,213
20200115;20;24400;24195,775
20200115;21;23700;23494,475
20200115;22;22200;22056,025
20200115;23;20700;20460,313
20200115;24;19300;19144,700
20200116;1;18400;18116,000
20200116;2;17800;17626,275
20200116;3;17500;17202,025
20200116;4;17500;17232,750
20200116;5;18000;17461,975
20200116;6;19300;18314,900
20200116;7;22700;21103,613
20200116;8;23700;23051,200
20200116;9;24400;23732,813
20200116;10;24400;23793,750
20200116;11;24400;23545,338
20200116;12;24300;23618,825
20200116;13;24400;23503,063
20200116;14;24500;23563,088
20200116;15;24200;23323,350
20200116;16;23900;23304,425
20200116;17;25200;24330,563
20200116;18;25100;24764,463
20200116;19;24800;24406,938
20200116;20;24700;24242,325
20200116;21;24100;23537,588
20200116;22;22600;22084,613
20200116;23;21200;20555,988
20200116;24;19700;19223,000
20200117;1;18300;18139,638
20200117;2;17700;17665,150
20200117;3;17400;17284,275
20200117;4;17400;17307,088
20200117;5;18000;17672,813
20200117;6;19300;18593,238
20200117;7;22700;21345,075
20200117;8;23600;23396,288
20200117;9;24200;24085,463
20200117;10;24300;24242,700
20200117;11;23900;24011,963
20200117;12;24000;24173,700
20200117;13;24000;24021,800
20200117;14;24200;24082,950
20200117;15;23700;23723,700
20200117;16;23900;23671,000
20200117;17;25000;24577,550
20200117;18;24900;24775,950
20200117;19;24800;24299,500
20200117;20;24600;23996,400
20200117;21;23900;23291,863
20200117;22;22400;21823,000
20200117;23;21000;20380,288
20200117;24;19600;19301,888
20200118;1;18000;18258,288
20200118;2;17400;17606,000
20200118;3;16900;17169,525
20200118;4;16900;17116,925
20200118;5;16900;17164,750
20200118;6;17100;17304,325
20200118;7;18400;18197,500
20200118;8;19100;19210,438
20200118;9;20400;20182,025
20200118;10;21100;21051,513
20200118;11;21400;21545,775
20200118;12;21600;21672,238
20200118;13;21600;21570,650
20200118;14;21500;21392,638
20200118;15;20900;20782,850
20200118;16;20800;20663,000
20200118;17;22000;21289,863
20200118;18;21900;21389,175
20200118;19;21700;21204,413
20200118;20;21400;20972,888
20200118;21;20900;20345,850
20200118;22;19700;19304,688
20200118;23;18700;18259,225
20200118;24;17500;17132,213
20200119;1;16300;16188,750
20200119;2;15600;15482,538
20200119;3;15200;15024,450
20200119;4;15100;14901,263
20200119;5;15200;14931,138
20200119;6;15500;15111,038
20200119;7;16000;15686,638
20200119;8;16200;15853,663
20200119;9;17600;16492,500
20200119;10;18500;17261,975
20200119;11;18800;17964,650
20200119;12;18800;18282,875
20200119;13;18900;18423,750
20200119;14;19000;18537,125
20200119;15;18800;18262,875
20200119;16;18700;17997,463
20200119;17;20200;18851,913
20200119;18;20300;19423,163
20200119;19;20400;19659,563
20200119;20;20500;19689,300
20200119;21;20200;19360,288
20200119;22;19300;18515,475
20200119;23;18600;17755,363
20200119;24;17600;16862,163
20200120;1;16500;16022,200
20200120;2;16100;15500,638
20200120;3;15900;15258,450
20200120;4;16100;15332,963
20200120;5;16600;15782,300
20200120;6;18600;16971,463
20200120;7;22300;20325,913
20200120;8;23500;22496,688
20200120;9;24400;23576,563
20200120;10;24500;24057,725
20200120;11;24500;23816,088
20200120;12;24500;24070,213
20200120;13;24400;24178,788
20200120;14;24700;24202,800
20200120;15;24200;23752,175
20200120;16;24100;23576,963
20200120;17;25200;24279,925
20200120;18;25200;24610,813
20200120;19;24800;24370,688
20200120;20;24600;24142,575
20200120;21;23900;23525,813
20200120;22;22400;22062,463
20200120;23;21000;20691,100
20200120;24;19500;19315,125
20200121;1;18200;18315,650
20200121;2;17500;17753,225
20200121;3;17300;17437,288
20200121;4;17400;17544,738
20200121;5;17900;17782,350
20200121;6;19600;18701,825
20200121;7;22900;21516,788
20200121;8;23900;23456,700
20200121;9;24400;24064,375
20200121;10;24300;24082,138
20200121;11;24100;23603,600
20200121;12;24100;23695,975
20200121;13;24100;23516,525
20200121;14;24200;23729,450
20200121;15;23900;23415,738
20200121;16;23900;23453,300
20200121;17;25300;24139,450
20200121;18;25200;24732,213
20200121;19;24900;24483,338
20200121;20;24800;24342,088
20200121;21;24100;23710,738
20200121;22;22600;22322,050
20200121;23;21000;20781,575
20200121;24;19700;19525,625
20200122;1;18400;18370,775
20200122;2;17800;17734,375
20200122;3;17500;17416,538
20200122;4;17500;17590,163
20200122;5;18100;17852,963
20200122;6;19600;18695,375
20200122;7;23000;21329,538
20200122;8;24000;23322,475
20200122;9;24600;24169,350
20200122;10;24600;24443,550
20200122;11;24400;24358,163
20200122;12;24600;24684,625
20200122;13;24600;24532,988
20200122;14;24800;24708,238
20200122;15;24300;24255,925
20200122;16;24100;24050,050
20200122;17;25200;24594,100
20200122;18;25100;25084,363
20200122;19;24800;24769,900
20200122;20;24700;24491,613
20200122;21;24000;23833,900
20200122;22;22500;22383,688
20200122;23;21100;20624,288
20200122;24;19800;19347,413
20200123;1;18400;18422,438
20200123;2;17800;17791,713
20200123;3;17500;17492,063
20200123;4;17600;17484,813
20200123;5;18200;17832,388
20200123;6;19800;18646,850
20200123;7;23400;21498,513
20200123;8;24300;23448,100
20200123;9;24800;24137,238
20200123;10;24700;24296,113
20200123;11;24300;24034,525
20200123;12;24400;24268,413
20200123;13;24400;24182,463
20200123;14;24600;24206,675
20200123;15;24000;23993,700
20200123;16;24100;23881,700
20200123;17;25300;24664,313
20200123;18;25300;25250,625
20200123;19;25100;24799,850
20200123;20;25000;24689,400
20200123;21;24300;23876,088
20200123;22;22800;22415,888
20200123;23;21400;20840,750
20200123;24;20000;19617,538
20200124;1;18500;18494,700
20200124;2;17900;17995,150
20200124;3;17600;17562,013
20200124;4;17600;17665,963
20200124;5;18300;17915,763
20200124;6;19900;18807,575
20200124;7;23400;21568,238
20200124;8;24300;23358,375
20200124;9;24800;24144,525
20200124;10;24700;24358,400
20200124;11;24400;23908,075
20200124;12;24600;23949,300
20200124;13;24600;23932,063
20200124;14;24800;23917,300
20200124;15;24200;23561,838
20200124;16;23900;23543,663
20200124;17;25200;24340,375
20200124;18;25300;24978,138
20200124;19;24800;24654,075
20200124;20;24700;24388,100
20200124;21;24000;23614,838
20200124;22;22500;22235,725
20200124;23;21100;20636,525
20200124;24;19800;19447,888
20200125;1;18600;18365,025
20200125;2;17900;17876,950
20200125;3;17500;17529,538
20200125;4;17400;17404,075
20200125;5;17500;17401,125
20200125;6;17800;17508,313
20200125;7;19100;18557,963
20200125;8;19900;19247,188
20200125;9;21100;20418,675
20200125;10;21700;21285,463
20200125;11;22100;21574,463
20200125;12;22100;21694,413
20200125;13;21900;21523,338
20200125;14;22000;21331,875
20200125;15;21200;20777,375
20200125;16;20900;20537,563
20200125;17;22200;21286,138
20200125;18;22200;21738,725
20200125;19;21800;21629,988
20200125;20;21500;21453,288
20200125;21;20900;20803,188
20200125;22;19700;19614,588
20200125;23;18700;18609,638
20200125;24;17600;17579,788
20200126;1;15700;16519,125
20200126;2;15000;15860,263
20200126;3;14700;15394,550
20200126;4;14600;15281,000
20200126;5;14600;15406,325
20200126;6;14900;15456,975
20200126;7;15400;16067,538
20200126;8;15600;16304,125
20200126;9;16800;17170,475
20200126;10;17600;18165,375
20200126;11;17900;18681,688
20200126;12;18000;18952,188
20200126;13;18200;18993,475
20200126;14;18300;19222,713
20200126;15;17800;18934,500
20200126;16;17500;18756,800
20200126;17;19000;19469,150
20200126;18;19300;20318,413
20200126;19;19500;20449,800
20200126;20;19600;20498,413
20200126;21;19000;19940,675
20200126;22;18100;18980,788
20200126;23;17400;18299,588
20200126;24;16300;17290,038
20200127;1;16200;16317,600
20200127;2;15800;15972,013
20200127;3;15600;15805,025
20200127;4;15800;15829,725
20200127;5;16400;16262,338
20200127;6;18400;17342,875
20200127;7;21900;20724,288
20200127;8;23000;22906,700
20200127;9;24050;23914,950
20200127;10;24100;24271,188
20200127;11;24200;23959,350
20200127;12;24200;24051,475
20200127;13;24350;23953,638
20200127;14;24500;23950,538
20200127;15;24000;23466,075
20200127;16;23700;23298,138
20200127;17;24850;23851,063
20200127;18;24850;24538,213
20200127;19;24600;24272,125
20200127;20;24400;24215,650
20200127;21;23700;23573,313
20200127;22;22100;21991,113
20200127;23;20600;20567,888
20200127;24;19300;19209,800
20200128;1;18200;18093,225
20200128;2;17600;17573,275
20200128;3;17300;17242,138
20200128;4;17300;17224,388
20200128;5;17800;17531,800
20200128;6;19200;18527,738
20200128;7;22700;21269,288
20200128;8;23700;23144,113
20200128;9;24400;24074,138
20200128;10;24500;24485,675
20200128;11;24500;24278,300
20200128;12;24600;24409,438
20200128;13;24800;24564,538
20200128;14;24900;24529,700
20200128;15;24400;24150,200
20200128;16;23900;23977,038
20200128;17;25200;24408,775
20200128;18;25200;24912,888
20200128;19;24800;24487,100
20200128;20;24700;24315,875
20200128;21;23900;23589,375
20200128;22;22300;21997,038
20200128;23;20800;20409,950
20200128;24;19400;19241,175
20200129;1;18400;18202,475
20200129;2;17700;17562,663
20200129;3;17400;17227,825
20200129;4;17500;17347,013
20200129;5;18100;17647,575
20200129;6;19500;18421,350
20200129;7;22900;21023,738
20200129;8;23900;22892,125
20200129;9;24600;23787,450
20200129;10;24600;24133,825
20200129;11;24700;24015,250
20200129;12;24700;24409,975
20200129;13;24800;24392,975
20200129;14;24900;24523,163
20200129;15;24400;24257,538
20200129;16;24100;23981,288
20200129;17;25100;24254,863
20200129;18;25200;24809,675
20200129;19;24800;24447,463
20200129;20;24700;24344,350
20200129;21;23900;23587,000
20200129;22;22400;22007,338
20200129;23;20900;20435,988
20200129;24;19500;19232,650
20200130;1;18300;18044,713
20200130;2;17800;17470,313
20200130;3;17400;17301,900
20200130;4;17500;17339,663
20200130;5;18100;17624,325
20200130;6;19400;18484,550
20200130;7;22900;21178,088
20200130;8;24000;23052,688
20200130;9;24700;23883,550
20200130;10;25000;24206,313
20200130;11;25000;23979,063
20200130;12;25000;24187,575
20200130;13;24900;24164,638
20200130;14;25200;24384,300
20200130;15;24700;24168,463
20200130;16;24200;24006,063
20200130;17;25500;24280,025
20200130;18;25400;24719,913
20200130;19;25000;24294,275
20200130;20;24900;24195,588
20200130;21;24100;23498,150
20200130;22;22600;21989,800
20200130;23;21100;20383,350
20200130;24;19800;19197,363
20200131;1;18300;18267,063
20200131;2;17700;17539,750
20200131;3;17500;17266,388
20200131;4;17500;17328,738
20200131;5;18100;17574,125
20200131;6;19400;18328,900
20200131;7;22600;20911,425
20200131;8;23700;22616,288
20200131;9;24500;23650,138
20200131;10;24600;23912,088
20200131;11;24600;23836,588
20200131;12;24600;24005,025
20200131;13;24800;23977,450
20200131;14;24900;23964,425
20200131;15;24500;23464,988
20200131;16;24100;23239,813
20200131;17;25000;23491,050
20200131;18;25100;24260,838
20200131;19;24700;23827,038
20200131;20;24600;23557,063
20200131;21;23900;22841,913
20200131;22;22200;21360,863
20200131;23;20800;19900,488
20200131;24;19600;18677,350
20200201;1;18300;17681,325
20200201;2;17500;16974,150
20200201;3;16950;16588,813
20200201;4;17000;16474,163
20200201;5;17200;16400,125
20200201;6;17400;16575,100
20200201;7;18600;17486,588
20200201;8;19500;18207,025
20200201;9;20900;19214,300
20200201;10;21500;20237,588
20200201;11;21700;20543,313
20200201;12;21700;20568,625
20200201;13;21600;20421,725
20200201;14;21550;20287,863
20200201;15;20800;19734,488
20200201;16;20600;19598,625
20200201;17;21700;19986,713
20200201;18;21700;20866,175
20200201;19;21600;20679,988
20200201;20;21300;20417,150
20200201;21;20600;19737,838
20200201;22;19400;18619,500
20200201;23;18500;17671,050
20200201;24;17250;16658,538
20200202;1;15800;15597,813
20200202;2;15100;15003,475
20200202;3;14800;14677,138
20200202;4;14600;14553,350
20200202;5;14600;14439,025
20200202;6;14800;14621,575
20200202;7;15400;15060,800
20200202;8;15700;15241,313
20200202;9;16600;16013,663
20200202;10;17400;16844,325
20200202;11;17900;17322,825
20200202;12;18000;17644,613
20200202;13;18100;17750,500
20200202;14;18300;18023,425
20200202;15;18000;17690,813
20200202;16;17800;17465,500
20200202;17;18900;17929,850
20200202;18;19200;19009,238
20200202;19;19400;19106,600
20200202;20;19400;19253,363
20200202;21;19100;18936,500
20200202;22;18200;18170,013
20200202;23;17500;17545,900
20200202;24;16400;16555,975
20200203;1;15700;15739,363
20200203;2;15300;15360,575
20200203;3;15200;15123,775
20200203;4;15400;15194,613
20200203;5;16000;15669,113
20200203;6;17600;16774,050
20200203;7;21700;19958,413
20200203;8;23400;22096,238
20200203;9;24300;23147,638
20200203;10;24300;23479,488
20200203;11;24500;23424,363
20200203;12;24400;23656,725
20200203;13;24500;23713,788
20200203;14;24600;23744,150
20200203;15;24200;23444,088
20200203;16;23700;23143,100
20200203;17;24600;23447,900
20200203;18;24800;24265,650
20200203;19;24500;24003,100
20200203;20;24300;23786,625
20200203;21;23500;23022,338
20200203;22;22000;21432,338
20200203;23;20500;20019,588
20200203;24;19100;18805,388
20200204;1;18200;17782,363
20200204;2;17700;17264,963
20200204;3;17400;16930,125
20200204;4;17500;16936,600
20200204;5;18000;17206,975
20200204;6;19400;18166,075
20200204;7;22600;20757,963
20200204;8;23700;22570,138
20200204;9;24500;23496,563
20200204;10;24500;23843,363
20200204;11;24500;23767,200
20200204;12;24600;24026,863
20200204;13;24800;23994,575
20200204;14;24800;24096,638
20200204;15;24300;23687,375
20200204;16;24000;23509,188
20200204;17;24900;23672,488
20200204;18;25000;24413,313
20200204;19;24600;24122,950
20200204;20;24500;24017,375
20200204;21;23800;23381,463
20200204;22;22100;21839,163
20200204;23;20700;20275,063
20200204;24;19400;19097,550
20200205;1;18200;18134,800
20200205;2;17700;17476,425
20200205;3;17400;17059,713
20200205;4;17400;17097,750
20200205;5;18000;17476,925
20200205;6;19300;18322,713
20200205;7;22400;20999,888
20200205;8;23700;22639,125
20200205;9;24500;23581,413
20200205;10;24600;23800,050
20200205;11;24600;23376,538
20200205;12;24600;23373,125
20200205;13;24500;23332,675
20200205;14;24600;23420,763
20200205;15;24100;23107,875
20200205;16;23700;23003,075
20200205;17;24600;23520,388
20200205;18;25200;24650,613
20200205;19;25100;24441,500
20200205;20;25000;24356,125
20200205;21;24300;23777,400
20200205;22;22800;22304,525
20200205;23;21300;20833,438
20200205;24;20000;19509,813
20200206;1;18400;18492,575
20200206;2;17750;17777,863
20200206;3;17300;17550,600
20200206;4;17400;17540,125
20200206;5;18100;17805,838
20200206;6;19600;18723,263
20200206;7;22400;21276,963
20200206;8;23600;23041,900
20200206;9;24400;24070,700
20200206;10;24500;24274,175
20200206;11;24500;24165,175
20200206;12;24600;24513,925
20200206;13;24700;24557,588
20200206;14;24800;24777,175
20200206;15;24400;24387,638
20200206;16;23900;24075,038
20200206;17;25100;24050,250
20200206;18;25300;24740,200
20200206;19;24900;24336,700
20200206;20;24700;24220,038
20200206;21;23800;23714,138
20200206;22;22300;22133,313
20200206;23;20600;20585,450
20200206;24;19400;19292,188
20200207;1;18600;18273,475
20200207;2;17950;17608,450
20200207;3;17600;17267,725
20200207;4;17700;17472,550
20200207;5;18200;17700,700
20200207;6;19700;18455,063
20200207;7;22500;21212,075
20200207;8;23700;22799,088
20200207;9;24200;23750,375
20200207;10;24300;23994,950
20200207;11;24200;23698,888
20200207;12;24300;24021,300
20200207;13;24400;24040,925
20200207;14;24500;23980,675
20200207;15;24100;23401,775
20200207;16;23700;23005,350
20200207;17;24600;22997,725
20200207;18;25100;24030,713
20200207;19;24900;23883,938
20200207;20;24800;23623,763
20200207;21;24200;23352,875
20200207;22;22900;22013,388
20200207;23;21200;20519,688
20200207;24;20000;19278,450
20200208;1;18600;18371,450
20200208;2;17900;17602,025
20200208;3;17600;17323,800
20200208;4;17400;17311,150
20200208;5;17400;17322,950
20200208;6;17500;17402,425
20200208;7;18800;18380,350
20200208;8;19800;18990,475
20200208;9;21000;20241,125
20200208;10;21600;20931,275
20200208;11;21600;20869,238
20200208;12;21400;20733,763
20200208;13;21200;20335,938
20200208;14;21000;20228,288
20200208;15;20600;19702,900
20200208;16;20200;19782,888
20200208;17;21000;20020,875
20200208;18;21600;21302,713
20200208;19;21600;21329,475
20200208;20;21200;20987,350
20200208;21;20700;20374,938
20200208;22;19600;19428,088
20200208;23;18500;18437,400
20200208;24;17400;17340,738
20200209;1;15700;16212,850
20200209;2;15000;15667,175
20200209;3;14600;15330,863
20200209;4;14500;15182,550
20200209;5;14500;15201,463
20200209;6;14700;15346,013
20200209;7;15100;15685,475
20200209;8;15600;15809,763
20200209;9;16500;16546,463
20200209;10;17200;17117,388
20200209;11;17500;17318,400
20200209;12;17600;17243,900
20200209;13;17500;17229,813
20200209;14;17600;17328,738
20200209;15;17100;17179,000
20200209;16;16900;17192,413
20200209;17;18200;17568,800
20200209;18;19000;19019,463
20200209;19;19200;19467,950
20200209;20;19200;19534,913
20200209;21;18900;19109,400
20200209;22;18000;18206,450
20200209;23;17300;17565,213
20200209;24;16200;16603,113
20200210;1;15900;15827,100
20200210;2;15600;15374,413
20200210;3;15400;15154,813
20200210;4;15500;15227,488
20200210;5;16200;15618,013
20200210;6;18300;16782,238
20200210;7;21500;19794,838
20200210;8;22900;21770,325
20200210;9;23800;23209,163
20200210;10;24000;23510,975
20200210;11;24300;23419,500
20200210;12;24400;23622,563
20200210;13;24700;23647,875
20200210;14;24800;23719,863
20200210;15;24200;23314,763
20200210;16;23600;23072,075
20200210;17;24500;23168,625
20200210;18;24700;23993,238
20200210;19;24300;23886,850
20200210;20;24200;23715,438
20200210;21;23500;23150,438
20200210;22;22000;21707,313
20200210;23;20400;20161,263
20200210;24;19100;19044,950
20200211;1;18000;18050,075
20200211;2;17500;17497,038
20200211;3;17200;17134,613
20200211;4;17300;17275,975
20200211;5;17800;17515,600
20200211;6;19200;18398,250
20200211;7;22100;20897,950
20200211;8;23500;22610,300
