Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20200514;1;15800;15513,613
20200514;2;15200;14969,050
20200514;3;14900;14691,388
20200514;4;14900;14752,025
20200514;5;14800;14554,188
20200514;6;15600;14740,375
20200514;7;18300;17018,300
20200514;8;19800;18958,900
20200514;9;20600;20106,688
20200514;10;20700;20489,625
20200514;11;20900;20603,288
20200514;12;20900;20882,575
20200514;13;21100;20953,050
20200514;14;21000;20676,375
20200514;15;20500;20064,450
20200514;16;19800;19642,913
20200514;17;19500;19310,388
20200514;18;19200;18958,388
20200514;19;19100;18873,800
20200514;20;19300;19112,363
20200514;21;20000;19432,900
20200514;22;19500;19291,400
20200514;23;18000;17995,188
20200514;24;16600;16738,638
20200515;1;15800;15651,563
20200515;2;15100;15006,663
20200515;3;14800;14720,950
20200515;4;14800;14710,563
20200515;5;14700;14573,913
20200515;6;15800;14642,013
20200515;7;18500;16629,075
20200515;8;19800;18608,075
20200515;9;20700;19594,963
20200515;10;20800;19993,750
20200515;11;20900;19858,988
20200515;12;20900;20139,450
20200515;13;20900;20170,850
20200515;14;20800;19997,963
20200515;15;20600;19508,963
20200515;16;20400;19181,225
20200515;17;20100;18770,850
20200515;18;19800;18274,388
20200515;19;19200;18161,700
20200515;20;19500;18490,938
20200515;21;20200;18840,613
20200515;22;19400;18795,025
20200515;23;18200;17612,850
20200515;24;16700;16338,175
20200516;1;15000;15205,913
20200516;2;14350;14570,000
20200516;3;13900;14145,700
20200516;4;13800;13992,313
20200516;5;13400;13594,675
20200516;6;13000;13363,938
20200516;7;14500;14193,275
20200516;8;15800;15186,588
20200516;9;16700;16103,450
20200516;10;17200;16925,863
20200516;11;17350;17530,113
20200516;12;17300;17682,450
20200516;13;17200;17574,563
20200516;14;17000;17283,850
20200516;15;16500;16768,188
20200516;16;16100;16502,300
20200516;17;15600;16200,513
20200516;18;15500;15906,113
20200516;19;15650;15911,350
20200516;20;15850;16144,225
20200516;21;16900;16541,788
20200516;22;16800;16834,125
20200516;23;15700;15960,975
20200516;24;14300;14682,213
20200517;1;13700;13638,963
20200517;2;13000;12982,988
20200517;3;12600;12589,575
20200517;4;12400;12443,900
20200517;5;12100;12165,425
20200517;6;11900;11754,263
20200517;7;12500;12167,675
20200517;8;13500;12873,913
20200517;9;14750;13848,550
20200517;10;15400;14452,663
20200517;11;15600;14985,988
20200517;12;15750;15504,425
20200517;13;15700;15548,050
20200517;14;15600;15399,050
20200517;15;15200;14963,613
20200517;16;14800;14416,888
20200517;17;14600;14126,975
20200517;18;14650;14200,838
20200517;19;15050;14561,463
20200517;20;15450;14993,863
20200517;21;16300;15530,463
20200517;22;16500;16155,300
20200517;23;15900;15526,238
20200517;24;14500;14448,000
20200518;1;13650;13399,425
20200518;2;13150;13042,338
20200518;3;12850;12902,700
20200518;4;12950;12802,525
20200518;5;12950;12885,763
20200518;6;14100;13347,513
20200518;7;17500;16020,388
20200518;8;19200;18120,525
20200518;9;20550;19391,325
20200518;10;20600;19796,975
20200518;11;20900;19851,313
20200518;12;20900;20252,875
20200518;13;21000;20462,175
20200518;14;21100;20283,050
20200518;15;20400;19737,938
20200518;16;20100;19543,325
20200518;17;19600;19230,488
20200518;18;19300;18990,675
20200518;19;19300;18950,525
20200518;20;19600;19337,988
20200518;21;20200;19670,025
20200518;22;19800;19362,175
20200518;23;18400;17906,613
20200518;24;16900;16497,925
20200519;1;15450;15464,863
20200519;2;14900;14936,675
20200519;3;14650;14749,250
20200519;4;14650;14693,313
20200519;5;14400;14511,925
20200519;6;15400;14693,875
20200519;7;18200;16958,375
20200519;8;19650;18959,288
20200519;9;20650;20112,788
20200519;10;20700;20583,875
20200519;11;20950;20571,600
20200519;12;21050;20812,363
20200519;13;21050;20873,538
20200519;14;21000;20711,600
20200519;15;20350;20112,000
20200519;16;19950;19899,575
20200519;17;19550;19587,138
20200519;18;19150;19245,550
20200519;19;19150;19046,550
20200519;20;19450;19329,863
20200519;21;19850;19732,525
20200519;22;19600;19394,913
20200519;23;18250;18178,013
20200519;24;16800;16680,300
20200520;1;15400;15680,850
20200520;2;14900;15138,325
20200520;3;14600;14785,438
20200520;4;14600;14713,663
20200520;5;14400;14558,238
20200520;6;15100;14710,038
20200520;7;18200;16951,950
20200520;8;19500;19106,488
20200520;9;20400;20112,925
20200520;10;20400;20557,338
20200520;11;20800;20562,538
20200520;12;20900;20741,638
20200520;13;20900;20769,863
20200520;14;20900;20474,700
20200520;15;20200;19915,350
20200520;16;19800;19684,525
20200520;17;19300;19177,088
20200520;18;18900;18821,263
20200520;19;18900;18714,550
20200520;20;19300;19078,750
20200520;21;19700;19536,538
20200520;22;19500;19343,975
20200520;23;18100;18044,650
20200520;24;16700;16714,400
20200521;1;15400;15607,925
20200521;2;14900;15038,025
20200521;3;14700;14658,663
20200521;4;14700;14584,338
20200521;5;14500;14268,513
20200521;6;15400;14448,250
20200521;7;18500;16683,550
20200521;8;20000;18658,125
20200521;9;20800;19788,763
20200521;10;20900;20227,713
20200521;11;21200;20133,700
20200521;12;21300;20402,850
20200521;13;21300;20513,825
20200521;14;21200;20208,138
20200521;15;20500;19687,500
20200521;16;20100;19330,338
20200521;17;19700;18974,838
20200521;18;19300;18646,313
20200521;19;19300;18763,063
20200521;20;19600;19068,675
20200521;21;20000;19385,000
20200521;22;19700;19374,025
20200521;23;18300;18103,450
20200521;24;17000;16840,250
20200522;1;15608;15688,788
20200522;2;14987;15074,475
20200522;3;14740;14709,350
20200522;4;14641;14741,813
20200522;5;14330;14493,400
20200522;6;14506;14644,850
20200522;7;16465;16583,988
20200522;8;18382;18545,213
20200522;9;19444;19566,838
20200522;10;19904;19837,900
20200522;11;19844;19784,175
20200522;12;20013;19818,088
20200522;13;20135;19808,200
20200522;14;19837;19535,838
20200522;15;19344;19141,500
20200522;16;19054;18914,888
20200522;17;18694;18491,063
20200522;18;18209;18315,150
20200522;19;18118;18245,538
20200522;20;18292;18435,763
20200522;21;18830;18700,513
20200522;22;18664;18643,650
20200522;23;17425;17445,125
20200522;24;16215;16157,650
20200523;1;15100;15191,463
20200523;2;14400;14554,113
20200523;3;14000;14114,163
20200523;4;13900;13878,963
20200523;5;13400;13483,338
20200523;6;13100;13187,450
20200523;7;14700;14071,013
20200523;8;15900;15037,688
20200523;9;16800;16053,588
20200523;10;17400;16928,325
20200523;11;17600;17263,038
20200523;12;17600;17393,538
20200523;13;17500;17383,450
20200523;14;17200;17202,975
20200523;15;16800;16886,775
20200523;16;16400;16731,163
20200523;17;16000;16427,550
20200523;18;15900;16389,388
20200523;19;15950;16500,738
20200523;20;16200;16568,313
20200523;21;16900;16797,975
20200523;22;16800;16876,825
20200523;23;15700;16025,325
20200523;24;14400;14814,338
20200524;1;13400;13852,763
20200524;2;12700;13093,613
20200524;3;12300;12800,150
20200524;4;12100;12672,950
20200524;5;11900;12199,575
20200524;6;11500;11932,238
20200524;7;12700;12395,325
20200524;8;13700;13007,975
20200524;9;14700;13914,638
20200524;10;15300;14687,613
20200524;11;15600;15333,838
20200524;12;15750;15698,863
20200524;13;15650;15754,888
20200524;14;15650;15512,375
20200524;15;15200;15274,575
20200524;16;14700;14780,063
20200524;17;14600;14475,425
20200524;18;14700;14637,513
20200524;19;15100;14857,725
20200524;20;15600;15286,788
20200524;21;16400;15519,400
20200524;22;16400;15972,313
20200524;23;15400;15439,588
20200524;24;14400;14401,975
20200525;1;13600;13498,800
20200525;2;13200;13140,100
20200525;3;12900;12848,225
20200525;4;13000;12933,075
20200525;5;13200;12890,350
20200525;6;14500;13477,200
20200525;7;17700;16142,288
20200525;8;19300;18432,725
20200525;9;20300;19845,150
20200525;10;20300;20501,800
20200525;11;20600;20538,175
20200525;12;20700;20830,088
20200525;13;20900;21031,500
20200525;14;20750;20638,488
20200525;15;20150;20160,838
20200525;16;19850;19930,400
20200525;17;19450;19577,988
20200525;18;19200;19161,288
20200525;19;19200;19061,863
20200525;20;19500;19313,275
20200525;21;19950;19609,613
20200525;22;19550;19342,775
20200525;23;18200;18072,388
20200525;24;16700;16633,075
20200526;1;15700;15557,425
20200526;2;15200;14801,375
20200526;3;14900;14536,950
20200526;4;14800;14537,888
20200526;5;14600;14274,013
20200526;6;15300;14621,725
20200526;7;18100;16914,575
20200526;8;19600;19084,675
20200526;9;20300;20276,725
20200526;10;20400;20680,100
20200526;11;20600;20664,563
20200526;12;20600;20944,463
20200526;13;20700;21008,438
20200526;14;20600;20692,038
20200526;15;20000;20257,863
20200526;16;19700;19857,738
20200526;17;19200;19294,350
20200526;18;18900;19035,813
20200526;19;18900;19026,900
20200526;20;19200;19314,913
20200526;21;19600;19553,350
20200526;22;19400;19344,800
20200526;23;18100;18340,125
20200526;24;16600;16961,838
20200527;1;15300;15799,300
20200527;2;14800;15119,950
20200527;3;14500;14754,488
20200527;4;14400;14766,050
20200527;5;14100;14498,938
20200527;6;15300;14831,063
20200527;7;18100;16979,725
20200527;8;19600;19019,513
20200527;9;20400;20140,363
20200527;10;20500;20441,375
20200527;11;20800;20373,913
20200527;12;20800;20502,125
20200527;13;20800;20519,625
20200527;14;20700;20267,725
20200527;15;20100;19798,063
20200527;16;19800;19532,725
20200527;17;19300;19282,925
20200527;18;18900;18904,788
20200527;19;19000;18892,538
20200527;20;19300;19180,113
20200527;21;19800;19417,200
20200527;22;19600;19273,888
20200527;23;18200;17997,400
20200527;24;16700;16636,275
20200528;1;15700;15409,338
20200528;2;15200;14823,875
20200528;3;14900;14435,725
20200528;4;14900;14381,488
20200528;5;14600;14116,013
20200528;6;15400;14390,163
20200528;7;18100;16650,575
20200528;8;19600;18673,538
20200528;9;20400;19774,575
20200528;10;20400;20218,363
20200528;11;20700;20306,500
20200528;12;20700;20721,688
20200528;13;20800;20809,550
20200528;14;20700;20567,300
20200528;15;20100;19935,713
20200528;16;19700;19651,513
20200528;17;19300;19253,463
20200528;18;19000;18835,888
20200528;19;18900;18790,525
20200528;20;19200;19100,188
20200528;21;19600;19186,838
20200528;22;19400;19110,800
20200528;23;18100;17985,463
20200528;24;16600;16549,775
20200529;1;15700;15467,625
20200529;2;15200;14825,375
20200529;3;14900;14514,000
20200529;4;14900;14432,163
20200529;5;14600;14219,050
20200529;6;15500;14459,013
20200529;7;18100;16401,875
20200529;8;19700;18265,763
20200529;9;20400;19271,388
20200529;10;20500;19569,000
20200529;11;20800;19552,088
20200529;12;20800;19777,275
20200529;13;20900;19890,500
20200529;14;20700;19636,375
20200529;15;20100;19107,500
20200529;16;19700;18887,138
20200529;17;19300;18377,863
20200529;18;19000;18188,838
20200529;19;19100;18105,013
20200529;20;19300;18247,388
20200529;21;19700;18372,188
20200529;22;19500;18460,850
20200529;23;18100;17453,438
20200529;24;16700;16195,188
20200530;1;14700;15025,913
20200530;2;14000;14323,313
20200530;3;13500;13956,225
20200530;4;13300;13797,750
20200530;5;12900;13242,988
20200530;6;12900;13131,313
20200530;7;14300;13963,488
20200530;8;15500;15049,213
20200530;9;16600;16208,800
20200530;10;17200;16970,513
20200530;11;17400;17366,388
20200530;12;17400;17567,863
20200530;13;17400;17543,663
20200530;14;17100;17439,425
20200530;15;16900;17042,288
20200530;16;16700;16733,613
20200530;17;16400;16463,600
20200530;18;16500;16189,975
20200530;19;16600;16187,350
20200530;20;16800;16340,675
20200530;21;17000;16495,775
20200530;22;17100;16521,175
20200530;23;16100;15801,513
20200530;24;14800;14654,388
20200531;1;13800;13769,325
20200531;2;13100;13047,300
20200531;3;12800;12689,100
20200531;4;12700;12474,613
20200531;5;12200;11984,663
20200531;6;12000;11754,925
20200531;7;13000;12124,750
20200531;8;13700;12799,550
20200531;9;14800;13727,150
20200531;10;15500;14623,650
20200531;11;15900;15136,100
20200531;12;16200;15480,363
20200531;13;16200;15642,988
20200531;14;15900;15630,775
20200531;15;15600;15116,575
20200531;16;15100;14752,950
20200531;17;14800;14438,975
20200531;18;14900;14392,925
20200531;19;15500;14652,163
20200531;20;15600;14902,925
20200531;21;15900;15072,800
20200531;22;16300;15508,413
20200531;23;15600;15265,900
20200531;24;14700;14296,763
