Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20200610;1;15600;15448,200
20200610;2;14900;14928,488
20200610;3;14700;14563,638
20200610;4;14600;14475,350
20200610;5;14400;14181,488
20200610;6;15400;14647,238
20200610;7;18200;16892,875
20200610;8;19700;18875,738
20200610;9;20400;20081,963
20200610;10;20600;20594,338
20200610;11;20700;20596,788
20200610;12;20900;20922,725
20200610;13;20800;21073,925
20200610;14;20700;20918,438
20200610;15;20100;20453,163
20200610;16;19700;20070,475
20200610;17;19500;19669,413
20200610;18;19300;19372,938
20200610;19;19200;19236,163
20200610;20;19300;19309,913
20200610;21;19300;19132,138
20200610;22;19300;18826,313
20200610;23;18200;17624,638
20200610;24;16700;16239,725
20200611;1;14900;14928,200
20200611;2;14000;14193,913
20200611;3;13500;13672,600
20200611;4;13300;13392,788
20200611;5;12400;12782,213
20200611;6;11700;12235,738
20200611;7;12600;12325,300
20200611;8;13500;12943,163
20200611;9;14400;13877,125
20200611;10;15200;14622,125
20200611;11;15200;14981,938
20200611;12;15300;15178,025
20200611;13;15400;15400,088
20200611;14;15500;15379,463
20200611;15;14800;14978,425
20200611;16;14300;14623,725
20200611;17;14000;14364,563
20200611;18;14200;14356,525
20200611;19;14400;14655,088
20200611;20;14500;14867,413
20200611;21;15300;15142,350
20200611;22;15900;15461,150
20200611;23;15600;15180,238
20200611;24;14200;14011,638
20200612;1;13300;13122,575
20200612;2;12600;12640,825
20200612;3;12400;12384,538
20200612;4;12300;12315,900
20200612;5;11800;11981,263
20200612;6;12900;12383,125
20200612;7;15200;14199,225
20200612;8;16700;15778,050
20200612;9;17800;17022,563
20200612;10;18300;17814,525
20200612;11;18500;18093,913
20200612;12;18700;18301,163
20200612;13;18600;18327,325
20200612;14;18700;18320,650
20200612;15;18100;18119,525
20200612;16;17600;18067,038
20200612;17;17200;17848,375
20200612;18;17000;17646,950
20200612;19;16800;17386,975
20200612;20;16900;17573,438
20200612;21;17200;17482,638
20200612;22;17300;17594,125
20200612;23;16700;17080,400
20200612;24;15400;15673,638
20200613;1;14500;14515,800
20200613;2;13800;13789,750
20200613;3;13400;13411,913
20200613;4;13200;13169,875
20200613;5;12600;12648,963
20200613;6;12900;12691,663
20200613;7;14500;13877,100
20200613;8;15800;15239,063
20200613;9;17000;16625,838
20200613;10;17500;17665,338
20200613;11;17900;17980,813
20200613;12;17900;18082,900
20200613;13;17900;17964,675
20200613;14;17900;17878,550
20200613;15;17300;17342,488
20200613;16;17000;16957,913
20200613;17;16500;16546,988
20200613;18;16200;16239,050
20200613;19;16100;16230,925
20200613;20;16200;16218,513
20200613;21;16300;16288,163
20200613;22;16500;16419,850
20200613;23;16000;15984,400
20200613;24;14700;14793,575
20200614;1;13700;13749,250
20200614;2;12900;13036,275
20200614;3;12500;12632,138
20200614;4;12400;12333,525
20200614;5;11700;11810,100
20200614;6;11650;11690,188
20200614;7;12550;12164,213
20200614;8;13350;12840,263
20200614;9;14500;13639,338
20200614;10;15000;14593,038
20200614;11;15450;15064,188
20200614;12;15600;15172,738
20200614;13;15700;15277,638
20200614;14;15500;15304,638
20200614;15;15100;14933,575
20200614;16;14800;14598,750
20200614;17;14500;14367,025
20200614;18;14600;14371,413
20200614;19;15000;14569,588
20200614;20;15200;14945,050
20200614;21;15500;15024,300
20200614;22;15800;15435,750
20200614;23;15500;15212,575
20200614;24;14300;14209,288
20200615;1;13500;13349,000
20200615;2;13100;12951,438
20200615;3;12800;12692,413
20200615;4;12750;12621,725
20200615;5;12600;12423,875
20200615;6;14300;13064,063
20200615;7;17500;15931,788
20200615;8;19150;18356,338
20200615;9;20200;19697,100
20200615;10;20300;20364,213
20200615;11;20600;20501,388
20200615;12;20700;20915,288
20200615;13;20700;21082,475
20200615;14;20500;20888,188
20200615;15;20000;20500,013
20200615;16;19600;20328,838
20200615;17;19300;19920,900
20200615;18;18950;19605,000
20200615;19;18850;19477,900
20200615;20;19150;19622,050
20200615;21;19300;19601,238
20200615;22;19350;19455,013
20200615;23;18250;18473,813
20200615;24;16650;16873,600
20200616;1;15600;15582,188
20200616;2;15000;15023,013
20200616;3;14700;14748,450
20200616;4;14700;14621,150
20200616;5;14300;14317,263
20200616;6;15400;14681,625
20200616;7;18200;17060,325
20200616;8;19800;19184,313
20200616;9;20500;20361,788
20200616;10;20700;20890,050
20200616;11;21000;20975,838
20200616;12;21100;21434,113
20200616;13;21100;21628,025
20200616;14;21200;21375,950
20200616;15;20600;20837,338
20200616;16;20200;20639,963
20200616;17;19900;20275,613
20200616;18;19500;19981,788
20200616;19;19300;19774,225
20200616;20;19500;20008,425
20200616;21;19500;20066,363
20200616;22;19500;19808,500
20200616;23;18300;18698,050
20200616;24;16800;17295,463
20200617;1;15700;16079,613
20200617;2;14950;15329,013
20200617;3;14700;14928,975
20200617;4;14600;14894,025
20200617;5;14250;14654,588
20200617;6;15300;15138,813
20200617;7;18300;17429,988
20200617;8;19900;19661,550
20200617;9;20600;20819,763
20200617;10;20700;21416,625
20200617;11;21050;21529,775
20200617;12;21200;22004,688
20200617;13;21150;22173,925
20200617;14;21000;21964,025
20200617;15;20600;21396,175
20200617;16;20200;21228,650
20200617;17;19800;20773,813
20200617;18;19500;20320,100
20200617;19;19400;20038,200
20200617;20;19500;20254,575
20200617;21;19500;20260,300
20200617;22;19600;19853,425
20200617;23;18500;18901,963
20200617;24;17000;17371,438
20200618;1;15500;16154,713
20200618;2;14800;15512,663
20200618;3;14550;15202,638
20200618;4;14500;15083,888
20200618;5;14100;14793,200
20200618;6;15200;15185,950
20200618;7;18350;17381,400
20200618;8;20100;19519,175
20200618;9;20900;20721,025
20200618;10;21000;21296,825
20200618;11;21300;21507,025
20200618;12;21500;21924,425
20200618;13;21550;22081,725
20200618;14;21400;21906,725
20200618;15;20950;21385,763
20200618;16;20650;21246,000
20200618;17;20250;20942,513
20200618;18;19950;20531,700
20200618;19;19850;20357,750
20200618;20;19850;20494,875
20200618;21;19900;20401,225
20200618;22;19850;19964,750
20200618;23;18600;18974,475
20200618;24;16950;17466,438
20200619;1;15700;16344,588
20200619;2;15000;15660,800
20200619;3;14700;15290,075
20200619;4;14600;15183,663
20200619;5;14300;14856,538
20200619;6;15400;15203,113
20200619;7;18600;17357,325
20200619;8;20350;19329,700
20200619;9;21100;20565,150
20200619;10;21300;21285,438
20200619;11;21650;21515,575
20200619;12;21850;21747,400
20200619;13;21900;21804,800
20200619;14;21600;21702,400
20200619;15;21100;21164,638
20200619;16;20850;20863,750
20200619;17;20300;20605,775
20200619;18;20000;20343,488
20200619;19;19850;20095,450
20200619;20;19850;20006,738
20200619;21;19750;19778,250
20200619;22;19550;19304,725
20200619;23;18350;18383,613
20200619;24;16800;17120,038
20200620;1;15250;15811,075
20200620;2;14600;15112,488
20200620;3;14200;14683,513
20200620;4;14000;14571,663
20200620;5;13300;14079,113
20200620;6;13400;13943,913
20200620;7;14900;14926,850
20200620;8;16500;16250,438
20200620;9;17700;17433,888
20200620;10;18000;18428,400
20200620;11;18200;18970,863
20200620;12;18200;19187,513
20200620;13;18100;19043,525
20200620;14;18100;18671,650
20200620;15;17400;18328,563
20200620;16;17100;17947,150
20200620;17;16600;17563,925
20200620;18;16400;17303,800
20200620;19;16400;17250,650
20200620;20;16600;17276,550
20200620;21;16700;17167,738
20200620;22;16800;17100,975
20200620;23;16100;16484,900
20200620;24;14900;15353,725
20200621;1;13600;14257,425
20200621;2;12900;13492,938
20200621;3;12500;13159,600
20200621;4;12300;12955,075
20200621;5;11700;12453,113
20200621;6;11700;12309,563
20200621;7;12300;12706,375
20200621;8;13600;13488,038
20200621;9;14900;14367,363
20200621;10;15700;15313,238
20200621;11;16000;15797,025
20200621;12;16300;16069,050
20200621;13;16400;16219,200
20200621;14;16400;16160,788
20200621;15;15800;15757,375
20200621;16;15400;15527,988
20200621;17;15200;15227,263
20200621;18;15400;15341,563
20200621;19;15600;15504,250
20200621;20;15900;15751,338
20200621;21;16100;15896,750
20200621;22;16400;16129,713
20200621;23;16000;15802,738
20200621;24;14900;14706,225
20200622;1;14000;13876,800
20200622;2;13500;13413,663
20200622;3;13400;13272,775
20200622;4;13300;13304,025
20200622;5;13000;13117,013
20200622;6;14800;13772,038
20200622;7;18200;16564,488
20200622;8;20000;18850,488
20200622;9;21000;20276,375
20200622;10;21200;21081,913
20200622;11;21600;21306,738
20200622;12;21700;21680,138
20200622;13;21900;21595,013
20200622;14;21800;21408,150
20200622;15;21500;21028,763
20200622;16;21200;20797,788
20200622;17;20800;20462,963
20200622;18;20500;20111,538
20200622;19;20200;19778,713
20200622;20;20300;19964,513
20200622;21;20200;19835,663
20200622;22;20100;19485,050
20200622;23;19100;18562,163
20200622;24;17400;17250,975
20200623;1;15900;16046,838
20200623;2;15100;15384,188
20200623;3;14800;15051,475
20200623;4;14800;14943,300
20200623;5;14500;14635,800
20200623;6;15600;15041,325
20200623;7;18500;17306,300
20200623;8;20100;19424,488
20200623;9;20900;20637,838
20200623;10;21100;21151,075
20200623;11;21500;21262,263
20200623;12;21800;21500,813
20200623;13;21800;21597,550
20200623;14;21700;21316,188
20200623;15;21100;20886,638
20200623;16;20900;20552,600
20200623;17;20500;20149,025
20200623;18;20100;19737,338
20200623;19;20100;19523,713
20200623;20;20100;19574,863
20200623;21;20100;19756,913
20200623;22;19900;19447,088
20200623;23;18900;18607,563
20200623;24;17300;17152,888
20200624;1;15900;15941,338
20200624;2;15200;15215,175
20200624;3;14800;14903,275
20200624;4;14800;14775,638
20200624;5;14550;14595,500
20200624;6;15600;14918,700
20200624;7;18700;17220,288
20200624;8;20300;19378,325
20200624;9;21100;20651,638
20200624;10;21400;21207,088
20200624;11;21700;21362,613
20200624;12;21900;21731,888
20200624;13;22000;21841,925
20200624;14;21850;21585,550
20200624;15;21400;21154,100
20200624;16;21100;20859,538
20200624;17;20750;20568,463
20200624;18;20300;20097,813
20200624;19;20200;19748,000
20200624;20;20200;19951,263
20200624;21;20200;19914,613
20200624;22;20050;19521,550
20200624;23;19000;18549,400
20200624;24;17400;17101,650
20200625;1;15850;15980,888
20200625;2;15050;15360,238
20200625;3;14750;14964,588
20200625;4;14650;14907,725
20200625;5;14400;14642,325
20200625;6;15500;15022,138
20200625;7;18450;17447,525
20200625;8;20350;19559,388
20200625;9;21200;20930,013
20200625;10;21500;21376,400
20200625;11;21800;21362,038
20200625;12;22050;21642,738
20200625;13;22150;21694,225
20200625;14;21900;21564,350
20200625;15;21400;21206,500
20200625;16;20950;21061,013
20200625;17;20650;20695,725
20200625;18;20100;20294,300
20200625;19;20000;20103,100
20200625;20;20000;20203,600
20200625;21;20050;19984,113
20200625;22;19900;19824,125
20200625;23;19000;18916,725
20200625;24;17400;17469,638
20200626;1;16200;16199,075
20200626;2;15500;15506,263
20200626;3;15100;15051,813
20200626;4;15000;14900,600
20200626;5;14800;14582,663
20200626;6;16000;14969,913
20200626;7;18900;17242,875
20200626;8;20500;19494,650
20200626;9;21500;20793,000
20200626;10;21800;21100,850
20200626;11;22200;21228,500
20200626;12;22350;21639,325
20200626;13;22400;21843,338
20200626;14;22250;21600,500
20200626;15;21700;21010,163
20200626;16;21200;20807,363
20200626;17;20950;20398,063
20200626;18;20550;20125,863
20200626;19;20250;19821,975
20200626;20;20250;19842,713
20200626;21;20050;19467,088
20200626;22;19900;19071,600
20200626;23;18900;18165,438
20200626;24;17400;16937,300
20200627;1;15800;15731,350
20200627;2;15050;15074,863
20200627;3;14650;14669,675
20200627;4;14450;14531,513
20200627;5;13750;13967,938
20200627;6;13950;13728,138
20200627;7;15850;14784,288
20200627;8;16950;16152,888
20200627;9;18250;17455,363
20200627;10;18650;18444,575
20200627;11;19100;18903,038
20200627;12;19100;19006,113
20200627;13;18950;18921,025
20200627;14;18700;18581,738
20200627;15;18250;18022,675
20200627;16;17800;17616,588
20200627;17;17500;17302,013
20200627;18;17250;17202,675
20200627;19;17150;17130,750
20200627;20;17250;17198,063
20200627;21;17150;17033,625
20200627;22;17200;16959,150
20200627;23;16600;16614,225
20200627;24;15400;15358,938
20200628;1;14050;14225,675
20200628;2;13300;13603,825
20200628;3;12900;13222,338
20200628;4;12700;12805,800
20200628;5;12000;12294,188
20200628;6;11900;12210,250
20200628;7;12800;12883,963
20200628;8;13700;13902,025
20200628;9;15000;15129,713
20200628;10;15800;16111,013
20200628;11;16200;16773,063
20200628;12;16300;16907,925
20200628;13;16400;16939,313
20200628;14;16300;16936,538
20200628;15;15800;16611,488
20200628;16;15500;16264,300
20200628;17;15100;16109,725
20200628;18;15100;15953,713
20200628;19;15400;16101,250
20200628;20;15600;16339,675
20200628;21;15700;16429,263
20200628;22;16100;16798,938
20200628;23;15900;16644,275
20200628;24;14700;15431,738
20200629;1;13500;14455,875
20200629;2;13100;13918,225
20200629;3;12800;13593,050
20200629;4;12900;13548,475
20200629;5;12700;13307,538
20200629;6;14300;14113,225
20200629;7;18100;16869,750
20200629;8;20000;19252,025
20200629;9;21100;20702,175
20200629;10;21300;21561,588
20200629;11;21800;21828,125
20200629;12;22000;22256,750
20200629;13;22000;22344,775
20200629;14;21900;22181,600
20200629;15;21600;21637,988
20200629;16;21300;21431,775
20200629;17;20900;20980,213
20200629;18;20500;20364,463
20200629;19;20300;19998,538
20200629;20;20300;20040,388
20200629;21;20200;19808,188
20200629;22;20000;19432,463
20200629;23;19200;18384,900
20200629;24;17600;16970,588
20200630;1;16100;15933,525
20200630;2;15400;15245,113
20200630;3;15100;14797,488
20200630;4;15000;14756,075
20200630;5;14700;14472,175
20200630;6;15700;14787,250
20200630;7;18600;17185,300
20200630;8;20400;19306,413
20200630;9;21300;20414,963
20200630;10;21400;20834,925
20200630;11;21800;20964,625
20200630;12;22000;21264,450
20200630;13;22000;21379,488
20200630;14;21800;21194,238
20200630;15;21400;20618,838
20200630;16;21000;20291,863
20200630;17;20700;20049,000
20200630;18;20300;19735,438
20200630;19;20000;19486,050
20200630;20;20100;19606,650
20200630;21;20000;19617,425
20200630;22;19800;19383,150
20200630;23;19000;18515,413
20200630;24;17500;17103,263
